CVE_PROD,DESC1,DESC2,TRANS
COL25,"MECLIZINA, PIRIDOXINA, 8.33/16.66 MG, 10ML GTS.",,3
COL24,"MECLIZINA, PIRIDOXINA, LIDOCAINA,  25/50/20 MG, 1ML, 1 AMP..",,3
COL26,"AMBROXOL, 300MG, 120ML, JBE.",,3
COL3,"ClLINDAMICINA, 300MG, 16 CAPS.",,3
COL27,"HIDROCORTISONA, CREMA, 1 % TUBO 60G.",,3
COL28,"OXIMETAZOLINA, 0.5 MG, NASAL, 20ML, AD.",,3
COL29,"OXIMETAZOLINA, 25 MG, NASAL, 20ML, INFA.",,3
COL30,"COMPLEJO B, B1, B2, B6, B12, 10ML, 5JGA. 1 AMP.",,3
COL31,"NAPROXENO, PARACETAMOL, 2.5/2 G, 100ML, SUSP.",,3
COL32,"NAPROXENO, PARACETAMOL, 275/300MG 10 TABS.",,1
COL33,"FURAZ, DIYODO, CAOLIN, PECTINA, HOMATROPINA, 0.40/1.25/20.00/1.00/0.02, 120 ML, SUSP.",,3
COL34,"FURAZ, DIYODO, CARBON ACTIVADO, HOMATROPINA, 50.0/200.0/200.0/2.0, 20 TABS.",,3
COL35,"LOPERAMIDA, 2 MG, 12 TABS.",,3
COL37,"IBUPROFENO, 2.0 G, 120 ML, SUSP.",,3
COL38,"IBUPROFENO, 400 MG, 10 TABS.
ADOPREN",,3
COL39,"IBUPROFENO, 600 MG, 10 TABS.
ADOPREN",,3
AMS67,CEFALOTINA (Amsa) Sol Iny c/1 FCO AMP,,3
COL4,"CEFALEXINA, 500MG, 12 CAPS.",,2
COL5,"CEFALEXINA, 500MG, 20 CAPS.",,3
COL41,"NAFAZOLINA, 1MG, OFTALMICA, 15ML GTS.",,3
COL43,"PLANTAGO PSYLLIUM, NARANJA, 250 G.",,3
COL42,"PLANTAGO PSYLLIUM, FRESA, 250 G.",,3
COL6,"METRONIDAZOL, DIYODOHIDROXIQUINOLEAINA, 400MG/200MG, 30 CAPS.",,3
COL45,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA, CREMA, 40G.",,3
COL7,"LORATADINA, BETAMETASONA, 100/5 MG, 60 ML.",,3
COL8,"CEFALEXINA,  250MG, 100ML.",,3
COL9,"AMOXICILINA,  ACIDO CLAVULANICO, 875/125MG, 15 TABS.",,1
COL11,"AMOXICILINA, 500MG, 12 CAPS.",,3
COL10,"AMOXICILINA, 250MG, 75ML SUSP.",,3
COL12,"IBUPROFENO, 800 MG, 10 TABS.
ADOPREN",,3
COL46,"DEXAMETASONA, NEOMICINA, 100/500, MG, OFTALMICO, 5ML, GTS.",,3
COL14,"CIPROFLOXACINO, 500MG, 12 TABS.",,3
COL47,"CIPROFLOXACINO, OFTALMICO, 3.0, MG, 5ML, GTS.",,3
COL48,"METAMIZOL, CLORFENAMINA, FENILEFRINA, ACIDO ASCÓRBICO, 20/200/250/3.8, 30ML, GTS.",,2
COL50,"LORATADINA, 100MG, 60ML, SUSP.",,3
COL51,PLANTAGO PSYLLIUM NATURAL,,3
COL52,"GLIPIZIDA,10MG, 20 TABS.",,3
COL54,"NAPROXENO, 500MG, 20, TABS.",,1
COL56,"PREDNISONA, 20MG, 30 TABS.",,3
COL57,"NEOMICINA, LIDOCAINA, 0.350/2.0, OTICO, 20ML, GTS.",,3
COL58,"VITAMINAS, B12, B1, B6, D-PANTENOL, 240 ML, SOL.",,1
COL60,"BUTILHIOSCINA, METAMIZOL, 10/250 MG, 20 TABS.",,1
COL59,"BUTILHIOSCINA, METAMIZOL, 20/2.5 MG, 1 AMP.",,3
COL61,"ALGESTONA, ESTRADIOL,150/10MG. 1 AMP. INY ANTICONCEPTIVO",,3
COL63,"ALUMINIO, MAGNESIO,DIMETICONA, 200/200/20, MG. 50 TABS.",,3
COL64,"ACICLOVIR,CREMA,5%,TUBO 5GR.",,3
COL15,"LEVOFLOXACINO, 750MG, 7 TABS.",,3
COL65,"PARACETAMOL, 100 MG, 30ML GTS.",,3
COL66,"FURAZO, DIYODO, HOMATROPINA, CAOLIN, PECTINA, 0.40/1.25/0.02/20.0/1.00, G, 120ML, SUSP.",,3
COL67,"FURAZO, DIYODO, HOMATROPINA, CARBON ACTIVADO, 50/200/2/200, MG, 20 TABS.",,3
COL70,"COMPLEJO-B, B1, B6, B12, 100/50/10, 5 AMP.",,1
COL16,"FENAZOPIRIDINA, SULFAMETOXAZOL, TETRACICLINA, 125/50/250MG, 24 CAPS.",,3
COL71,"DEXAMETASONA, FENILBUTAZONA, METOCARBAMOL, ALUMINIO, 0.5/100/200/200, 20 GRAG.",,3
COL72,"DICLOFENACO, 1.16 G, TUBO, 60 G.",,3
COL74,"DICLOFENACO, 75 MG, 4 AMP.",,3
COL73,"DICLOFENACO, 75 MG, 2 AMP.",,3
COL75,"DICLOFENACO, 100 MG, 20 TABS.",,3
COL76,"DEXAMETASONA, FENILBUT,ACIDO ACETILSALIC,ALUMINIO,0.5/100/200/200 MG, 20 GRAG.",,3
MAV103,"DICLOFENACO, 100MG, 20 TABS.",,1
CMD30,"HOJAS DE GUAYABA, CRANBERRY, LACTOSA MONOHIDRATADA, CELULOSA MICROCRISTALINA",,1
SNA22,"GINKO BILOBA, 40MG, 30CAPS.",,3
YPN1,"COLAGENO HIDROLIZADO, VITAMINA A, C, E,1,100KG",,3
YPN2,"COLAGENO HIDROLIZADO, VITAMINA A, C, E,1,100KG",,3
YPN3,"COLAGENO HIDROLIZADO, VITAMINA A, C, E,1,100KG",,3
YPN4,"COLAGENO HIDROLIZADO, VITAMINA A, C, E,1,100KG",,3
YPN5,"COLAGENO HIDROLIZADO, VITAMINA A, C, E,1,100KG",,3
YPN6,"SUPLEME NTO ALIMENTICIO, VITAMINAS, MINERALES 500 GRMS.",,1
YPN7,"SUPLEME NTO ALIMENTICIO, VITAMINAS, MINERALES 500 GRMS.",,1
YPN8,"SUPLEME NTO ALIMENTICIO, VITAMINAS, MINERALES 500 GRMS.",,1
YPN9,"GLUCOSAMINA, CONDROITINA,CARTILAGO DE TIBURON,COLAGENO.500MG, CAJA C/30 TABS",,3
YPN10,"MANGO AFRICANO, NOPAL, SABILA, TE VERDE,DE 500MG, CAJA C/30",,1
YPN11,"CLOROFILA, SPIRULINA, ZABILA, EUCALIPTO, APIO, PEREJIL, VITAMINA,500ML, SUSP.",,1
YPN12,"COLAGENO HIDROLIZADO, VITAMINA A, C, E,1,100KG",,3
MAV128,"CEFACLOR, 250 MG, 15 CAPS.",,3
AMS3,"BENCILPENICILINA, INY, 300,000 U, CRISTALINA, 100,000U. 2 ML, 1 AMP.",,3
AMS4,"BENCILPENICILINA, INY, 600,000 U, CRISTALINA 200,000U.  2ML, 1 AMP.",,3
CMD31,"CALCIO, VITAMINA A, VITAMINA D, 60 COMP.",,3
CMD32,"VITAMINA C (ACIDO ASCORBICO), TABS MASTICABLES 250MG, FRASCO C/60",,3
CMD33,"HEDERA HELIX, 120ML, JBE.",,3
CMD34,"ACIDO GLUTAMICO,VITAMINA,MINERALES, COMPLEJO B, 60 TABS.",,3
CMD35,"VITAMINA B1, B2, B6, B12,VIT. C, OMEGA 3, ACIDO GLUTAMICO,60 TABS.",,3
YPN13,"CLOROFILA, SPIRULINA, ZABILA, EUCALIPTO, APIO, PEREJIL, VITAMINA, 250ML, SUSP.",,1
YPN14,"FORMULA NUTRICIONAL (SPIRULINA O TECUITLATL, JALEA REAL, POLEN, AMARANTO, SOYA,",,3
YPN15,"FORMULA NUTRICIONAL (SPIRULINA O TECUITLATL, JALEA REAL, POLEN, AMARANTO, SOYA,",,1
YPN16,"GLUCOSAMINA, CONDROITINA, MSM, VITAMINA A,C, 1.1 KGMS.",,1
YPN17,BABA DE CARACOL 120 GR,,1
YPN18,"FORMULA NUTRICIONAL (SPIRULINA O TECUITLATL, JALEA REAL, POLEN, AMARANTO, SOYA,",,1
CMD36,"ECHINACEA, VITAMINAS Y MINERALES, 240ML, JBE.",,1
CMD37,"CALCIO TRIBASICO, VITAMINA D2, SORBITOL, GLICERINA, CELULOSA MICROCRISTALINA, GOMA XANTANO, METILPARABENO",,1
AVIVIA16,"SILDENAFIL, 100 MG, 4 TABS.",,1
CMD39,"GLUCOSAMINA, CONDROITINA, MSM, VITAMINAS, 20 SOBRES.",,3
HORM13,"DIFENIDOL, 25MG, 30 TABS.",,3
LIF2,"ERITROMICINA, 125 MG, 60 ML SUSP.",,3
NIP12,"JERINGA, 5ML, 22X14"", 5 PZAS. NEGRA, NIP.",,1
LIF8,"TRIMEBUTINA, 20 MG, 40 ML, GTAS.",,1
LIF9,"TRIMEBUTINA, 100 MG, 120 ML SUSP.",,1
LIF10,"TRIMEBUTINA, 200 MG, CAJA, 20 TABS.",,3
LIF11,"METFORMINA, 500 MG, 30 TABS.",,3
ULTR35,"CINITAPRIDA, 1MG, 25 COMPS.",,1
ULTR38,"LOSARTAN, 50MG, 30 TABS.",,3
ULTR39,"ESPIRONOLACTONA, 25MG, 20 TABS.",,3
NAF4,"OMEPRAZOL , 20MG, 30 CAPS.",,1
VAR56,ELECTROLITOS,,3
BIOM37,"BUTILHIOSCINA, 10MG, 10 TABS.",,3
WIP20,"BROMURO DE IPRATROPIO 25MG/100,20ML.",,3
MVI35,"ACICLOVIR, 5G, 5%, CMA.",,3
HORM16,"NITAZOXANIDA, 500MG, 6 TABS.",,1
MVI9,"ACICLOVIR, 400MG, 35 TABS. (MACLOV)",,3
DEG27,"ACIDO ACETILSALICILICO, 100MG., 30 TABS., PEDIATRICO",,1
BRU51,"ACIDO FOLICO, 5MG, 20 TABS.",,3
DEG3,"ACIDO MEFENAMICO, 500MG. 10 TABS.",,3
NOV34,ACIDO MEFENAMICO 500MG C/20 TABS,,3
DEG1,"ACIDO NALIDIXICO,FENAZOPIRIDINA, 500/50MG., 20 TABS.",,3
BRU49,"AMBROXOL, CLENBUTEROL, 150MG/0.1MG, 120ML. SUSP.",,3
NOV54,"ALBENDAZOL SUSP 400 MG, 20 ML",,3
BRU48,"ALBENDAZOL,200MG,6 TABS.",,1
NOV45,ALENDRONATO SODICO TRIHIDRATADA 70MG C/4 TABS  (ACIDO ALENDRONICO),,3
BRU72,"ALOPURINOL, 300MG, 20 TABS.",,3
IQF3,"LORATADINA, 10MG, 10 TABS.",,1
DEG19,"ALUMINIO,MAGNESIO,DIMETICONA,METOCLOPRAMIDA, 150/200/25/3.3MG., 180ML., SUSP.",,1
DEG20,"ALUMINIO,MAGNESIO,DIMETICONA,METOCLOPRAMIDA, 200/200/50/10MG., 30 TABS.",,3
MAV119,"AMBROXOL, 7.50MG, 30 ML, GTS.",,3
BRU66,"AMBROXOL, 300MG/100ML,120ML, SOL.",,3
IQF13,"VALPROATO DE MAGNESIO, 200MG, 40 TABS.",,1
NOV33,AMBROXOL SUSP 300MG/100 ML FRASCO 120 ML,,3
BRU69,"AMBROXOL, 30MG, 20 TABS.",,3
BRU67,"AMBROXOL, CLENBUTEROL,750MG/0.05MG, 20ML. GTAS.",,3
AVIVIA66,SILDENAFIL 100MG C/8 TABS,,3
BRU65,"AMBROXOL, DEXTROMETORFANO, 150MG/113MG, 120 ML. INF.",,3
MAV55,"AMBROXOL, DEXTROMETORFANO, 150/113MG, 120ML, SOL, INF.",,3
BRU64,"AMBROXOL, DEXTROMETORFANO, 225MG/225MG, 120 ML.ADT.",,3
MAV80,"AMBROXOL, SALBUTAMOL, 150G/0.40G, 120ML, SUSP.",,3
BRU31,"SALBUTAMOL,AMBROXOL, 150G/40G, 120ML.SOL.",,1
BRU13,"VITAMINA B1, B12, B6, 30 TABS.",,1
BRU14,"CIPROFLOXACINO, 500MG, 10 TABS",,3
BRU12,"RANITIDINA, 300MG, 10 TABS.",,1
MAV105,"DEXAMETASONA, 8MG, 1 AMP, INY, I.M.",,1
MVI48,"AMLODIPINO,5MG, 10 TABS.",,3
NAF5,"PLANTAGO PSYLLIUM, 400GR.",,1
BRU8,"AMOXICILINA, 500MG, 12 CAPS.",,3
MAV41,"AMOXICILINA, 500MG, 12 CAPS.",,3
MIC1,"AMOXICILINA, 500MG, 12 CAPS.",,3
MAV39,"AMOXICILINA, 250MG, 60ML, SUSP.",,3
BRU9,"AMOXICILINA, 250MG, 75ML. SUSP.",,3
MAV40,"AMOXICILINA, 250MG, 90ML, SUSP.",,3
MAV42,"AMOXICILINA, 500MG, 60ML, SUSP.",,3
BRU10,"AMOXICILINA, 500MG, 75ML, SUSP.",,3
MAV20,"AMOXICILINA, ACIDO CLAVULANICO, 200/28.5 MG, 40 ML, SUSP.",,3
MAV21,"AMOXICILINA, ACIDO CLAVULANICO 250/62.5 MG, 60 ML. SUSP.",,3
MAV22,"AMOXICILINA, ACIDO CLAVULANICO, 400/57 MG, 50 ML, SUSP.",,3
MAV23,"AMOXICILINA, ACIDO CLAVULANICO, 500/125 MG, 10 TABS.",,3
MAV24,"AMOXICILINA, ACIDO CLAVULANICO, 875/125 MG, 10 TABS.",,3
MAV38,"AMOXICILINA, AMBROXOL, 250MG/15MG, 90ML, SUSP.",,3
MAV37,"AMOXICILINA, AMBROXOL, 500MG/30MG, 16 CAPS.",,3
MAV4,"AMOXICILINA, BROMHEXINA, 500/8 MG, 12 CAPS.",,3
MAV5,"AMOXICILINA, BROMHEXINA, 250/4 MG, 90 ML, SUSP.",,3
SON4,"ACIDO ACETILSALICILICO, 100MG, 30 TABS MIDOLEN",,3
MAV44,"AMPICILINA, 1G, 8 TABS.",,1
MAV48,"AMPICILINA, 500MG, 20 TABS.",,3
MAV47,"AMPICILINA, 500MG, 12 CAPS.",,3
MAV45,"NAPROXENO, LICODAINA, 10/2G, 35G, GEL",,3
BRU5,"AMPICILINA, 250MG. 90ML. SUSP.",,1
MAV46,"AMPICILINA, 250MG,  90ML, SUSP.",,1
NOV40,"OMEPRAZOL, 20MG. 14 CAPS.",,1
ULTR32,"LORATADINA, 10MG, 10 TABS.",,1
MVI19,"ONDANSETRON, 8MG,/4ML, 3AMP.  IV",,3
LOE3,"AZITROMICINA 4,00 G, 30 ML, SUSP.",,3
MVI1,PAROXETINA EQUIVALENTE A 20 MG DE PAROXETINA EXCIPIENTE CBP 1 TABLETA,,1
NOV7,"AZITROMICINA, 500MG, 3 TABS.",,1
BRU15,"BENCILPENICILINA PROCAINICA Y CRISTALINA 400,000 U.",,1
BRU16,"BENCILPENICILINA PROCAINICA Y CRISTALINA 800,000 U.",,1
AMS1,"BENCILPENICILINA, PROCAICA, CRISTALINA, 1,200,000 U. INY, 1 AMP.",,3
AMS2,"BENCILPENICILINA, 600 000 U, PROCAINICA 300 000 U, CRISTALINA, 300 000 U. INY.  AMP",,3
SON22,"BETAMETASONA, 5MG, 1 AMP. INY.",,3
SON12,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA, 50/1/0.1MG, 30GR CREMA.",,3
MAV114,"BEZAFIBRATO, 200MG, 30 TABS.",,3
BRU37,"BEZAFIBRATO, 200MG, 30 TABS",,3
DEG28,"BROMHEXINA, 160MG., 100ML., SOL., ADULTO",,3
DEG29,"BROMHEXINA, 80MG., 100ML., SOL., INFANTIL",,3
LOE2,"BROMHEXINA, 80 MG,100 ML SUSP.",,3
LOE1,"BROMHEXINA, 160 MG, 100 ML, SOL.",,3
NAF3,"PLANTAGO PSYLLIUM, 400GR.",,1
BRU44,"BUTILHIOSCINA, 20MG/1ML, 3 AMP.",,1
BRU43,"BUTILHISOSCINA, 10MG, 10 GRAG.",,3
SON13,"BUTILHIOSCINA, METAMIZOL, 20/2.5MG, 1 AMP, INY.",,3
BRU42,"BUTILHIOSCINA, METAMIZOL, 20MG/2.5MG, 5ML. INY",,1
BRU41,"BUTILHIOSCINA,METAMIZOL, 10MG/250MG, 10 GRAGEAS",,3
SON14,"BUTILHIOSCINA, METAMIZOL, 10/250MG, 10 TABS.",,3
NOV38,CAPTOPRIL 25MG C/30 TABS,,1
TEC4,"VALPROATO DE MAGNESIO, 200MG, 40 TABS. (LAB. TECNOFARMA)",,3
MAV53,"OXELADINA, AMBROXOL, 0.100/0.115 G, 120ML, JBE, INF.",,3
NOV16,"CARBAMAZEPINA ,200MG C/20 TABS",,3
MAV29,"CEFACLOR, 500 MG, 15 CAPS.",,3
MAV27,"CEFACLOR, 250 MG 5 ML, 75 ML, SUSP.",,3
MAV28,"CEFACLOR, 37 5MG 5 ML, 50 ML, SUSP.",,3
BRU23,"CEFADROXILO, 500MG. 16 CAPS",,3
BRU24,"CEFADROXILO, 250MG,/5ML. 100ML. SUSP.",,3
MAV12,"CEFALEXINA, 500 MG, 12 CAPS.",,3
RAM1,TIAMINA 39.118 MG (EQUIVALENTE A 36 MG DE VITAMINA B1) RIVOFLAVINA (VITAMINA B2),,1
BRU19,"CEFALEXINA, 500MG, 20 CAPS.",,1
MAV10,RACECADOTRILO 10MG 18 SOBRES  HIDRASEC,,3
BRU17,"CEFALEXINA,125MG/5ML, 100 ML. SUSP.",,3
MAV11,"CEFALEXINA, 250 MG  5 ML, 90 ML, SUSP.",,3
BRU18,"CEFALEXINA, 250MG/5ML, 100ML.SUSP.",,3
MAV6,"CEFALEXINA, AMBROXOL, 250/15 MG, 75 ML, SUSP.",,3
MAV7,"CEFALEXINA, AMBROXOL, 500/30 MG, 15 TABS.",,3
MAV15,"CEFALEXINA, BROMHEXINA, 500/8.782 MG, 12 CAPS.",,3
MAV14,"CEFALEXINA, BROMHEXINA, 250/4.39 MG,100 ML. SUSP.",,3
AMS60,"CEFTRIAXONA, INY, 1 G, I.M., 1 AMP.  trixona",,3
BRU27,"CEFTRIAXONA,500MG/2ML, AMP.",,3
MAV8,"CEFUROXIMA, 125 MG 5 ML, 50 ML, SUSP.",,3
MAV9,"CEFUROXIMA, 250 MG 5 ML, 50 ML, SUSP.",,3
AVIVIA40,"METOCARBAMOL, 215 MG, MELOXICAM,15 MG, 10 TABS.",,1
DEG30,"CINARIZINA, 75MG., 60 TABS.",,1
MVI52,"CINARIZINA, 75 MG, 60 TABS.",,3
MAV16,"CIPROFLOXACINO, 250 MG, 10 TABS.",,3
COL13,"CIPROFLOXACINO, 250MG, 12 TABS.",,3
MAV17,"CIPROFLOXACINO, 500 MG, 10 TABS.",,3
MAV110,"CISAPRIDA, 1MG, 60 ML, SUSP.",,3
MAV109,"CISAPRIDA, 5MG, 30 TABS.",,1
MAV108,"CISAPRIDA, 10MG, 30 TABS.",,3
AVIVIA38,"SENOSIDOS, AB 8.6 MG, 60 TABS.",,1
MVI5,"CLARITROMICINA, 125MG/5ML. 60ML.",,3
MVI6,"CLARITROMICINA, 250/5ML. 60 ML.",,3
MAV31,"ORLISTAT, 120MG, 21 TABS.",,1
MAV32,"CLARITROMICINA, 500MG, 10 TABS vilkor.",,3
KEN1,JERINGA,,1
MAV30,"CLINDAMICINA, 300MG, 16 CAPS.",,3
NAF1,"CLINDAMICINA CLORHIDRATO CAPS 300MG, C/16  foshlenn indacil destralina cigmadil",,1
MVI23,"CLINDAMICINA, 1G, 30MG. GEL.",,3
LOE8,"BENCIDAMINA, 0.15 G, 30 ML SPRAY   artroben",,3
MAV59,"CLONIXINATO DE LISINA, HIOSCINA, 100MG/20MG, 6 AMPS, INY, I.M., I.V.",,3
OFE5,CLORANFENICOL 0.5G/100ML   GTAS  FRASCO 15ML,,3
DEG4,"CLORFENAMINA, 50MG., 60ML., JBE.",,3
MAV129,"MONTELUKAST, 4MG, 10 SOBRES, GRANULADO",,3
MAV183,"FENILEFRINA, LORATADINA, PARACETAMOL, 33.33MG/16.66MG/3.2G, 120 ML, SOL, PED.",,3
DEG5,"CLORFENAMINA, 4MG., 20 TABS.",,3
BRU52,"CLORFENAMINA, 50MG/100ML, 120ML. JBE.",,3
BRU57,"CLORF./PARAC./CAFEINA/FENIL,/4MG/500/MG/25MG/5MG, 10 TABS.",,3
IQF7,"PARACETAMOL500MG, CAFEINA 25MG, FENILEFRINA 5MG, CLORFENAMINA 4MG TABLETAS C/10.",,1
DEG7,"COMPLEJO-B,CIPROHEPTADINA,HIERRO,LISINA, 200MCG./..0.040G./2.095G./3.0G. 110ML., SOL.",,3
DEG8,"COMPLEJO-B,CIPROHEPTADINA,HIERRO,LISINA, 200MCG./..0.040G./2.095G./3.0G. 220ML., SOL.",,3
VAR3,"AMBROXOL, 225 MG, OXELADINA, 200 MG, 120 ML.",,1
VAR4,"AMBROXOL, 115 MG, OXELADINA, 100 MG, 120 ML.",,1
NOV30,CLORTALIDONA 50MG C/20 TABS,,3
NOV11,"HIDROCORTISONA, LIDOCAINA, 0.060/0.100 20 ML.",,3
MAV116,"CLOTRIMAZOL, 1G, 20G, CMA, DERMICA",,3
NOV72,TRAMADOL PARACETAMOL,,3
MAV117,"CLOTRIMAZOL,  2%, 20G, 3 APLICADORES, CMA, VAG.",,3
SON16,"CLOTRIMAZOL, 2%, 20GR, VAG.",,3
MAV64,"CEFIXIMA, 100 MG, 5 ML, SUSP.",,3
MAV181,"NIMESULIDA, 100MG, 10 TABS.",,1
BRU73,"COMPLEJO B, 5 INY.",,3
BRU75,"COMPLEJO B C/DICLOFENACO, 3 INY.",,3
MAV63,"PREGABALINA, 150MG, 28 CAPS.",,3
BRU76,"COMPLEJO B, C/DEXAMETASONA, 3 INY.",,3
BRU77,"COMPLEJO B, 30 TABS.",,3
BRU38,"DEXAMETASONA, 8MG, 2ML. INY.",,3
MAV118,"DEXAMETASONA, 8MG/2ML, 3 AMPS, INY.",,3
SON30,"DEXAMETASONA, 8MG, 3 AMP, INY.",,3
OFE2,"DEXAMETASONA,  NEOMICINA, FENILEFRINA   GTS FRASCO 10ML",,3
OFE4,"DEXAMETASONA,  NEOMICINA, LIDOCAINA C/10 ML FRASCO GOTERO",,3
VAR11,"LIDOCAINA, 2% 50ML. INY. (LAB. PISA)",,3
DEG24,"DEXAMETASONA,CLORFENAMINA, 0.25/2MG., 15 TABS.",,3
VAR10,TERMOMETRO,,1
OFE3,"DEXAMETASONA, NEOMICINA GTS FRASCO 5ML",,3
BRU35,"DEXTROMETORFANO, 300MG, 120ML. JBE",,3
DEG11,"DEXTROMETORFANO,GUAIFENESINA, 0.3/2.0G. 120ML., JBE., ADULTO",,3
NOV14,"DEXTROMETORFANO, GUAIFENESINA,120ML. SUSP.",,3
DEG10,"DEXTROMETORFANO,GUAIFENESINA, 0.150/1.0G 120ML., JBE., INFANTIL",,3
SON34,"DEXTROMETORFANO, GUAIFENESINA, CLORFENAMINA, .150/2/0.020MG, 120ML JBE, AD.",,3
SON35,"DEXTROMETORFANO, GUAIFENESINA, CLORFENAMINA, 100/1/.010MG, 120ML,",,3
MAV102,"DICLOFENACO, 1.16G, 60G, GEL",,3
BRU58,"DICLOFENACO, 75MG,3ML. 2 INY.",,1
MAV101,"CEFUROXIMA, 500 MG, 10 TABS.",,3
BRU59,"DICLOFENACO, 75MG,3ML. 4 INY.",,1
BRU60,"DICLOFENACO, 100MG, 20 TABS.",,3
TEC2,"ERITROMICINA, 250MG, SUSP.",,3
MAV100,RACECADOTRILO 30MG 18 SOBRES  HIDRASEC,,3
VIC9,"DICLOFENACO, PARACETAMOL  50/500MG,10 TABS",,3
MAV25,"DROPROPIZINA, 300MG, 120ML, JBE.",,3
BRU7,"DICLOXACILINA, 500MG, 20 CAPS",,3
BRU6,"DICLOXACILINA,250MG,60ML. SUSP.",,3
GEL12,"DIFENHIDRAMINA, 25MG., 30 CAPS.",,1
BRU36,"DIFENHIDRAMINA, 250/100ML. 120ML. JBE",,3
SON19,"NAPROXENO 125MG, PARACETAMOL 100MG, 100ML PROXALIN PLUS",,3
SON36,"DIFENIDOL TABS 25MG, C/30",,3
VIC11,"DIGOXINA .250MG,20 TABS.",,3
DEG14,"DIMETICONA, 100MG., 30ML., GTS.",,3
VIC12,"DOXAZOSINA TABS 2MG,24 TABS.",,1
NOV25,"ELECTROLITOS ORALES POLVO, CAJA C/25 SOBRES 27.9G HIDRASOR CEREZA",,3
AMS54,ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT. 500ML SABOR COCO,,3
AMS55,ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT. 500ML SABOR DURAZNO,,1
AMS56,"ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT. 500ML SABOR FRESA
",,3
AMS57,ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT. 500ML SABOR MANZANA,,3
AMS58,ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT. 500ML SABOR NARANJA/ MANDARINA,,3
TEC1,"ERITROMICINA, 500MG, 20 TABS.",,3
IQF1,"TIAMINA, PIRIDOXINA, CIANOCOBALAMINA, 100/5/50MCG, 30 TABS.",,1
AVIVIA34,ESPIRONOLACTONA 25 MG C/20 TABS,,3
MAV72,"GUAIFENESINA, FENILEFRINA, DEXTROMETORFANO, 5.0/0.25/0.50G, 30ML, GTS, PED.",,3
MAV73,"GUAIFENESINA, FENILEFRINA,DEXTROMETORFANO, 5.0/0.25/0.50G, 120ML, SOL, INF.",,3
MAV74,"PARACETAMOL, FENILEFRINA, DEXTROMETORFANO, 2.13/0.04/0.10G, 120ML, JBE.",,3
MAV75,"PARACETAMOL, FENILEFRINA, DEXTROMETORFANO, 500/5/15MG, 10 TABS.",,3
MAV71,"DULOXETINA, 60MG, 14 TABS. LIBERACION RETARDADA.",,3
DEG21,"AMANTADINA,CLORFENAMINA,PARACETAMOL,FENILEFRINA, 0.500/0.055/0.020/3.0G., 60ML., SOL.",,3
LOE18,"FENITOINA, 100 MG, 50 TABS.",,1
KEN11,JERINGA,,1
VAR13,"OMEPRAZOL 20MG, 14 CAPS.",,1
MVI11,FLUCONAZOL  CAPS    100MG C/10,,3
ALPH1,"RANITIDINA, 300 MG, 10 TABS.",,1
VIC1,FLUCONAZOL  CAPS    150MG C/ 1,,3
ALPH2,"NAPROXENO,550 MG, 12 TABS.",,3
VIC2,"FLUCONAZOL CAPS 150MG C/10 ALFUMET
",,3
VAR102,MOMETASONA MONOHIDRATADO EQUIVALENTE A 50 MG DE FUROATO DE MOMETASONA VEHICULO CBBP 100 ML,,1
DEG23,"FLUOXETINA, 20MG., 28 TABS.",,3
DEG9,"FUMARATO FERROSO, 200MG., 70 COMPS.","Fórmula: Fumarato Ferroso 200 mg 
Laboratorio: DEGORT´S CHEMICAL 
Caja Colectiva: 100 
Código: 7501825300212",1
IQF10,"CAPTOPRIL, 25MG, 30 TABS.",,1
SON23,"FURAZALIDONA, CAOLIN, PECTINA, 350/20/1G, 120ML, SUSP.",,3
DEG31,"FUROSEMIDA, 40MG. 20 TABS.",,1
AVIVIA63,"GABAPENTINA, 300MG, 15 CAPS.",,1
MIC4,"GABAPENTINA, 300MG, 30CAPS.",,1
SON7,"GENTAMICINA, 80MG, 5 AMP, INY.",,3
SON6,"GENTAMICINA, 160MG, 5 AMP, INY.",,3
BRU11,"TRIMETROPIMA, 40/200MG. 120ML. SOL.",,1
BRU34,"GLIBENCLAMIDA, 5 MG. 50 TABS.",,3
NOV51,GLIBENCLAMIDA 5MG C/50 TABS,,3
LIF23,"OMEGA 3, ACIDO GLUTAMICO,",,1
VIC3,"HIDROCLOROTIAZIDA 25MG, 20 TAB.",,1
BRU55,"HIDROCORTIZONA, 500MG, 1 INY. TISODANK",,3
GEL5,"IBUPROFENO (200MG), CAFEINA (30MG) CAPS  C/10",,1
LOE6,"IBUPROFENO, 2.0 G, 120 ML, SUSP.",,3
GEL3,"IBUPROFENO, 200MG., 10 CAPS.",,1
MAV61,"IBUPROFENO, 200MG, 10 TABS.",,1
GEL4,"IBUPROFENO,400MG., 10 CAPS.",,3
IQF6,"CIPROFLOXACINO, 500MG, 12 TABS",,1
MAV62,"IBUPROFENO, 400MG, 10 TABS.",,3
SON20,IBUPROFENO 400 MG CAPS C/10,,1
